person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence
Joah_2,Joah,,son of Zimmah (1CH 6:21),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1316
Iddo_2,Iddo,,son of Joah (1CH 6:21),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1317
Zerah_4,Zerah,,son of Iddo (1CH 6:21),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",4,1318
Jeatherai_1,Jeatherai,,son of Zerah (1CH 6:21),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",1,1319
Elkanah_3,Elkanah,,son of Assir (1CH 6:23),male,Levi,"Kohathites (from Kohath, son of Levi)",3,1320
Ebiasaph_1,Ebiasaph,,son of Elkanah_3 (1CH 6:23),male,Levi,"Kohathites (from Kohath, son of Levi)",1,1321
Assir_2,Assir,,son of Ebiasaph (1CH 6:23),male,Levi,"Kohathites (from Kohath, son of Levi)",2,1322
Tahath_1,Tahath,,son of Assir (1CH 6:24),male,Levi,"Kohathites (from Kohath, son of Levi)",1,1323
Uriel_1,Uriel,,"son of Tahath (1CH 6:24), chief of the sons of Kohath (1CH 15:5)",male,Levi,"Kohathites (from Kohath, son of Levi)",1,1324
Uzziah_1,Uzziah,,son of Uriel (1CH 6:24),male,Levi,"Kohathites (from Kohath, son of Levi)",1,1325
Shaul_3,Shaul,,son of Uzziah (1CH 6:24),male,Levi,"Kohathites (from Kohath, son of Levi)",3,1326
Amasai_1,Amasai,,"son of Elkanah_4 (1CH 6:25, 1CH 6:35)",male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",1,1327
Ahimoth_1,Ahimoth,,"son of Elkanah_4 (1CH 6:25, 1CH 6:35)",male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",1,1328
Zophai_1,Zophai,,"son of Elkanah_1 (1CH 6:26) [Elkanah, son of Korah]",male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",1,1329
Nahath_2,Nahath,,son of Ziphai (1CH 6:26),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",2,1330
Eliab_4,Eliab,,son of Nahath (1CH 6:27),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",4,1331
Jeroham_2,Jeroham,,son of Eliab (1CH 6:27),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",2,1332
Elkanah_4,Elkanah,,son of Jeroham (1CH 6:27),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",4,1333
Libni_2,Libni,,son of Mahli (1CH6:29),male,Levi,"Mahlites (from Merari, son of Levi)",2,1334
Shimei_7,Shimei,,son of Libni (1CH 6:29),male,Levi,"Mahlites (from Merari, son of Levi)",7,1335
Uzzah_2,Uzzah,,son of Shimei (1CH 6:29),male,Levi,"Mahlites (from Merari, son of Levi)",2,1336
Shimea_1,Shimea,,son of Uzzah (1CH 6:30),male,Levi,"Mahlites (from Merari, son of Levi)",1,1337
Haggiah_1,Haggiah,,son of Shimea (1CH 6:30),male,Levi,"Mahlites (from Merari, son of Levi)",1,1338
Asaiah_3,Asaiah,,"son of Haggiah (1CH 6:30), chief of the sons of Merari (1CH 15:6)",male,Levi,"Mahlites (from Merari, son of Levi)",3,1339
Heman_3,Heman,,"the singer, son of Joel_1, decendant of Kohath (1CH 6:33), father of fourteen sons and three daughter (1CH 25:5)",male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",3,1340
Elkanah_5,Elkanah,,son of Mahath (1CH 6:35),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",5,1341
Mahath_1,Mahath,,son of Amasai (1CH 6:35),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",1,1342
Elkanah_6,Elkanah,,son of Joel (1CH 6:36),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",6,1343
Joel_5,Joel,,son of Azariah (1CH 6:36),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",5,1344
Azariah_8,Azariah,,son of Zephaniah (1CH 6:36),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",8,1345
Zephaniah_2,Zephaniah,,son of Tahath (1CH 6:37),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",2,1346
Tahath_2,Tahath,,son of Assir (1CH 6:37),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",2,1347
Assir_3,Assir,,son of Ebiasaph [Abiasaph]  (1CH 6:37),male,Levi,"Korahites (from Izhar, from Kohath, son of Levi)",3,1348
Asaph_2,Asaph,,"son of Berechiah (1CH 6:39), chosen first by lot (1CH 25:9)",male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1349
Berechiah_2,Berechiah,,son of Shimea (1CH 6:39),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1350
Shimea_2,Shimea,,son of Michael (1CH 6:39),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1351
Michael_3,Michael,,son of Baaseiah (1CH 6:40),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",3,1352
Baaseiah_1,Baaseiah,,son of Malchijah (1CH 6:40),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",1,1353
Malchijah_1,Malchijah,,son of Ethni (1CH 6:40),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",1,1354
Ethni_1,Ethni,,son of Zerah (1CH 6:41),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",1,1355
Zerah_5,Zerah,,son of Adaiah (1CH 6:41),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",5,1356
Adaiah_2,Adaiah,,son of Ethan (1CH 6:41),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1357
Ethan_3,Ethan,,son of Zimmah (1CH 6:42),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",3,1358
Zimmah_2,Zimmah,,son of Shimei (1CH 6:42),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",2,1359
Shimei_8,Shimei,,son of Jahath (1CH 6:42),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",8,1360
Jahath_3,Jahath,,son of Gershom (1CH 6:43),male,Levi,"Gershonites (Gershomites), from Gershon, son of Levi",3,1361
Ethan_4,Ethan,,son of Kishi (1CH 6:44),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",4,1362
Kishi_1,Kishi,,son of Abdi (1CH 6:44),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",1,1363
Abdi_1,Abdi,,son of Malluch (1CH 6:44),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",1,1364
Malluch_1,Malluch,,son of Hashabiah (1CH 6:44),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",1,1365
Hashabiah_1,Hashabiah,,"son of Amaziah (1CH 6:45), Levite during the return (NEH 10:11, NEH 12:24)",male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",1,1366
Amaziah_3,Amaziah,,son of Hilkiah (1CH 6:45),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",3,1367
Hilkiah_4,Hilkiah,,son of Amzi (1CH 6:45),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",4,1368
Amzi_1,Amzi,,son of Bani (1CH 6:46),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",1,1369
Bani_2,Bani,,son of Shemer (1CH 6:46),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",2,1370
Shemer_2,Shemer,,son of Mahli (1CH 6:46),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",2,1371
Mahli_2,Mahli,,son of Mushi (1CH 6:47),male,Levi,"Merarites (from Mushi, from Merari, son of Levi)",2,1372
Uzzi_2,Uzzi,,son of Tola (1CH 7:2),male,Issachar,,2,1373
Rephaiah_3,Rephaiah,,son of Tola (1CH 7:2),male,Issachar,,3,1374
Jeriel_1,Jeriel,,son of Tola (1CH 7:2),male,Issachar,,1,1375
Jahmai_1,Jahmai,,son of Tola (1CH 7:2),male,Issachar,,1,1376
Ibsam_1,Ibsam,,son of Tola (1CH 7:2),male,Issachar,,1,1377
Samuel_3,Samuel,,son of Tola (1CH 7:2),male,Issachar,,3,1378
Izrahiah_1,Izrahiah,,son of Uzzi (1CH 7:3),male,Issachar,,1,1379
Michael_4,Michael,,son of Izrahiah (1CH 7:3),male,Issachar,,4,1380
Obadiah_3,Obadiah,,son of Izrahiah (1CH 7:3),male,Issachar,,3,1381
Joel_6,Joel,,son of Izrahiah (1CH 7:3),male,Issachar,,6,1382
Isshiah_1,Isshiah,,son of Izrahiah (1CH 7:3),male,Issachar,,1,1383
Ezbon_2,Ezbon,,son of Bela (1CH 7:7),male,Benjamin,,2,1384
Uzzi_3,Uzzi,,son of Bela (1CH 7:7),male,Benjamin,,3,1385
Uzziel_3,Uzziel,,son of Bela (1CH 7:7),male,Benjamin,,3,1386
Jerimoth_1,Jerimoth,,son of Bela (1CH 7:7),male,Benjamin,,1,1387
Iri_1,Iri,,son of Bela (1CH 7:7),male,Benjamin,,1,1388
Zemirah_1,Zemirah,,son of Becher (1CH 7:8),male,Benjamin,,1,1389
Joash_6,Joash,,son of Becher (1CH 7:8),male,Benjamin,,6,1390
Eliezer_3,Eliezer,,son of Becher (1CH 7:8),male,Benjamin,,3,1391
Elioenai_3,Elioenai,,son of Becher (1CH 7:8),male,Benjamin,,3,1392
Omri_2,Omri,,son of Becher (1CH 7:8),male,Benjamin,,2,1393
Jeremoth_1,Jeremoth,,son of Becher (1CH 7:8),male,Benjamin,,1,1394
Abijah_4,Abijah,,son of Becher (1CH 7:8),male,Benjamin,,4,1395
Anathoth_1,Anathoth,,son of Becher (1CH 7:8),male,Benjamin,,1,1396
Alemeth_1,Alemeth,,son of Becher (1CH 7:8),male,Benjamin,,1,1397
Bilhan_2,Bilhan,,son of Jediael (also called Ashbel) (1CH 7:10),male,Benjamin,,2,1398
Jeush_2,Jeush,,son of Bilhan (1CH 7:10),male,Benjamin,,2,1399
Benjamin_2,Benjamin,,son of Bilhan (1CH 7:10),male,Benjamin,,2,1400
Ehud_2,Ehud,,son of Bilhan (1CH 7:10),male,Benjamin,,2,1401
Chenaanah_2,Chenaanah,,son of Bilhan (1CH 7:10),male,Benjamin,,2,1402
Zethan_1,Zethan,,son of Bilhan (1CH 7:10),male,Benjamin,,1,1403
Tarshish_2,Tarshish,,son of Bilhan (1CH 7:10),male,Benjamin,,2,1404
Ahishahar_1,Ahishahar,,son of Bilhan (1CH 7:10),male,Benjamin,,1,1405
Hushim_2,Hushim,,son of Aher (1CH 7:12),male,Benjamin,,2,1406
Asriel_2,Asriel,,son of Manasseh (1CH 7:14),male,Manasseh,,2,1407
Maacah_5,Maacah,,wife of Machir and sister of Huppim and Shuppim (1CH 7:15),female,Benjamin,,5,1408
Zelophehad_2,Zelophehad,,second wife of Machir [or second sister of the wife?] (1CH 7:15),female,,,2,1409
Peresh_1,Peresh,,son of Machir and Maacah (1CH 7:16),male,Manasseh,,1,1410
Sheresh_1,Sheresh,,son of Machir and Maacah (1CH 7:16),male,Manasseh,,1,1411
Ulam_1,Ulam,,son of Peresh (1CH 7:16),male,Manasseh,,1,1412
Rakem_1,Rakem,,son of Peresh (1CH 7:16),male,Manasseh,,1,1413
Bedan_1,Bedan,,son of Ulam (1CH 7:17),male,Manasseh,,1,1414
Hammolecheth_1,Hammolecheth,,sister of Gilead and daughter of Machir (1CH 7:18),female,Manasseh,,1,1415
Ishhod_1,Ishhod,,son of Hammolecheth (1CH 7:18),male,Manasseh,,1,1416
Abiezer_2,Abiezer,,son of Hammolecheth (1CH 7:18),male,Manasseh,,2,1417
Mahlah_2,Mahlah,,daughter of Hammolecheth (1CH 7:18),female,Manasseh,,2,1418
Ahian_1,Ahian,,son of Shemida (1CH 7:19),male,Manasseh,,1,1419
Shechem_3,Shechem,,son of Shemida (1CH 7:19),male,Manasseh,,3,1420
Lihki_1,Lihki,,son of Shemida (1CH 7:19),male,Manasseh,,1,1421
Aniam_1,Aniam,,son of Shemida (1CH 7:19),male,Manasseh,,1,1422
Bered_1,Bered,,son of Shuthelah (1CH 7:20),male,Ephraim,,1,1423
Tahath_3,Tahath,,son of Bered (1CH 7:20),male,Ephraim,,3,1424
Eleadah_1,Eleadah,,son of Tahath (1CH 7:20),male,Ephraim,,1,1425
Tahath_4,Tahath,,son of Eleadah (1CH 7:20),male,Ephraim,,4,1426
Zabad_2,Zabad,,son of Tahath (1CH 7:21),male,Ephraim,,2,1427
Shuthelah_2,Shuthelah,,son of Zabad (1CH 7:21),male,Ephraim,,2,1428
Ezer_3,Ezer,,son of Ephraim (1CH 7:21),male,Ephraim,killed by the men of Gath,3,1429
Elead_1,Elead,,son of Ephraim (1CH 7:21),male,Ephraim,killed by the men of Gath,1,1430
Beriah_2,Beriah,,son of Ephraim (1CH 7:23),male,Ephraim,,2,1431
Sheerah_1,Sheerah,,daughter of Beriah (1CH 7:24),female,Ephraim,,1,1432
Rephah_1,Rephah,,son of Beriah (1CH 7:25),male,Ephraim,,1,1433
Resheph_1,Resheph,,son of Beriah (1CH 7:25),male,Ephraim,,1,1434
Telah_1,Telah,,son of Resheph (1CH 7:25),male,Ephraim,,1,1435
Tahan_2,Tahan,,son of Telah (1CH 7:25),male,Ephraim,,2,1436
Ladan_1,Ladan,,son of Tahan (1CH 7:26),male,Ephraim,,1,1437
Birzaith_1,Birzaith,,son of Malchiel (1CH 7:31),male,Asher,,1,1438
Japhlet_1,Japhlet,,son of Heber (1CH 7:32),male,Asher,,1,1439
Shomer_2,Shomer,,son of Heber (1CH 7:32),male,Asher,,2,1440
Hotham_1,Hotham,,son of Heber (1CH 7:32),male,Asher,,1,1441
Shua_2,Shua,,daughter of Heber (1CH 7:32),female,Asher,,2,1442
Pasach_1,Pasach,,son of Japhlet (1CH 7:33),male,Asher,,1,1443
Bimhal_1,Bimhal,,son of Japhlet (1CH 7:33),male,Asher,,1,1444
Ashvath_1,Ashvath,,son of Japhlet (1CH 7:33),male,Asher,,1,1445
Ahi_2,Ahi,,son of Shomer (1CH 7:34),male,Asher,,2,1446
Rohgah_1,Rohgah,,son of Shomer (1CH 7:34),male,Asher,,1,1447
Jehubbah_1,Jehubbah,,son of Shomer (1CH 7:34),male,Asher,,1,1448
Aram_3,Aram,,son of Shomer (1CH 7:34),male,Asher,,3,1449
Zophah_1,Zophah,,son of Hotham (1CH 7:35),male,Asher,,1,1450
Imna_1,Imna,,son of Hotham (1CH 7:35),male,Asher,,1,1451
Shelesh_1,Shelesh,,son of Hotham (1CH 7:35),male,Asher,,1,1452
Amal_1,Amal,,son of Hotham (1CH 7:35),male,Asher,,1,1453
Suah_1,Suah,,son of Zophah (1CH 7:36),male,Asher,,1,1454
Harnepher_1,Harnepher,,son of Zophah (1CH 7:36),male,Asher,,1,1455
Shual_1,Shual,,son of Zophah (1CH 7:36),male,Asher,,1,1456
Beri_1,Beri,,son of Zophah (1CH 7:36),male,Asher,,1,1457
Imrah_1,Imrah,,son of Zophah (1CH 7:36),male,Asher,,1,1458
Bezer_1,Bezer,,son of Zophah (1CH 7:37),male,Asher,,1,1459
Hodaviah_3,Hodaviah,,son of Zophah (1CH 7:37),male,Asher,,3,1460
Shamma_1,Shamma,,son of Zophah (1CH 7:37),male,Asher,,1,1461
Shilshah_1,Shilshah,,son of Zophah (1CH 7:37),male,Asher,,1,1462
Ithran_2,Ithran,,son of Zophah (1CH 7:37),male,Asher,,2,1463
Beera_1,Beera,,son of Zophah (1CH 7:37),male,Asher,,1,1464
Jephunneh_2,Jephunneh,,son of Jether [Ithran] (1CH 7:38),male,Asher,,2,1465
Pispa_1,Pispa,,son of Jether [Ithran] (1CH 7:38),male,Asher,,1,1466
Ara_1,Ara,,son of Jether [Ithran] (1CH 7:38),male,Asher,,1,1467
Arah_1,Arah,,son of Ulla [Jephunneh] (1CH 7:39),male,Asher,,1,1468
Hanniel_2,Hanniel,,son of Ulla [Jephunneh] (1CH 7:39),male,Asher,,2,1469
Rizia_1,Rizia,,son of Ulla [Jephunneh] (1CH 7:39),male,Asher,,1,1470
Rapha_1,Rapha,,son of Benjamin (1CH 8:2),male,Benjamin,,1,1471
Abihud_1,Abihud,,son of Bela (1CH 8:3),male,Benjamin,,1,1472
Abishua_2,Abishua,,son of Bela (1CH 8:4),male,Benjamin,,2,1473
Ahoah_1,Ahoah,,son of Bela (1CH 8:4),male,Benjamin,,1,1474
Naaman_3,Naaman,,son of Ehud (1CH 8:6),male,Benjamin,,3,1475
Ahijah_4,Ahijah,,son of Ehud (1CH 8:6),male,Benjamin,,4,1476
Gera_4,Gera,,"son of Ehud (1CH 8:6), ""carried them into exile""",male,Benjamin,,4,1477
Uzzah_3,Uzzah,,son of Gera (1CH 8:7),male,Benjamin,,3,1478
Ahihud_2,Ahihud,,son of Gera (1CH 8:7),male,Benjamin,,2,1479
Shaharaim_1,Shaharaim,,son of Gera (?) (1CH 8:8),male,Benjamin,,1,1480
Hushim_3,Hushim,,wife of Shaharaim (1CH 8:8),female,Benjamin,,3,1481
Baara_1,Baara,,wife of Shaharaim (1CH 8:8),female,Benjamin,,1,1482
Hodesh_1,Hodesh,,wife of Shaharaim (1CH 8:9),female,Benjamin,,1,1483
Jobab_4,Jobab,,son of Shaharaim (1CH 8:9),male,Benjamin,,4,1484
Zibia_1,Zibia,,son of Shaharaim (1CH 8:9),male,Benjamin,,1,1485
Mesha_3,Mesha,,son of Shaharaim (1CH 8:9),male,Benjamin,,3,1486
Malcam_1,Malcam,,son of Shaharaim (1CH 8:9),male,Benjamin,,1,1487
Jeuz_1,Jeuz,,son of Shaharaim (1CH 8:10),male,Benjamin,,1,1488
Sachia_1,Sachia,,son of Shaharaim (1CH 8:10),male,Benjamin,,1,1489
Mirmah_1,Mirmah,,son of Shaharaim (1CH 8:10),male,Benjamin,,1,1490
Abitub_1,Abitub,,son of Shaharaim by Hushim (1CH 8:11),male,Benjamin,,1,1491
Elpaal_1,Elpaal,,son of Shaharaim by Hushim (1CH 8:11),male,Benjamin,,1,1492
Eber_3,Eber,,son of Elpaal (1CH 8:12),male,Benjamin,,3,1493
Misham_1,Misham,,son of Elpaal (1CH 8:12),male,Benjamin,,1,1494
Shemed_1,Shemed,,son of Elpaal (1CH 8:12),male,Benjamin,,1,1495
Beriah_3,Beriah,,son of Elpaal (1CH 8:13),male,Benjamin,,3,1496
Shema_3,Shema,,son of Elpaal (1CH 8:13),male,Benjamin,,3,1497
Ahio_2,Ahio,,son of Elpaal (1CH 8:14),male,Benjamin,,2,1498
Shashak_1,Shashak,,son of Elpaal (1CH 8:14),male,Benjamin,,1,1499
Jeremoth_2,Jeremoth,,son of Elpaal (1CH 8:14),male,Benjamin,,2,1500
Zebadiah_1,Zebadiah,,son of Beriah (1CH 8:15),male,Benjamin,,1,1501
Arad_1,Arad,,son of Beriah (1CH 8:15),male,Benjamin,,1,1502
Eder_1,Eder,,son of Beriah (1CH 8:15),male,Benjamin,,1,1503
Michael_5,Michael,,son of Beriah (1CH 8:16),male,Benjamin,,5,1504
Ishpah_1,Ishpah,,son of Beriah (1CH 8:16),male,Benjamin,,1,1505
Joha_1,Joha,,son of Beriah (1CH 8:16),male,Benjamin,,1,1506
Zebadiah_2,Zebadiah,,son of Elpaal (1CH 8:17),male,Benjamin,,2,1507
Meshullam_4,Meshullam,,son of Elpaal (1CH 8:17),male,Benjamin,,4,1508
Hizki_1,Hizki,,son of Elpaal (1CH 8:17),male,Benjamin,,1,1509
Heber_4,Heber,,son of Elpaal (1CH 8:17),male,Benjamin,,4,1510
Ishmerai_1,Ishmerai,,son of Elpaal (1CH 8:18),male,Benjamin,,1,1511
Izliah_1,Izliah,,son of Elpaal (1CH 8:18),male,Benjamin,,1,1512
Jobab_5,Jobab,,son of Elpaal (1CH 8:18),male,Benjamin,,5,1513
Jakim_1,Jakim,,son of Shimei [Shema v13] (1CH 8:19),male,Benjamin,,1,1514
Zichri_2,Zichri,,son of Shimei [Shema v13] (1CH 8:19),male,Benjamin,,2,1515
Zabdi_2,Zabdi,,son of Shimei [Shema v13] (1CH 8:19),male,Benjamin,,2,1516
Elienai_1,Elienai,,son of Shimei [Shema v13] (1CH 8:20),male,Benjamin,,1,1517
Zillethai_1,Zillethai,,son of Shimei [Shema v13] (1CH 8:20),male,Benjamin,,1,1518
Eliel_2,Eliel,,son of Shimei [Shema v13] (1CH 8:20),male,Benjamin,,2,1519
Adaiah_3,Adaiah,,son of Shimei [Shema v13] (1CH 8:21),male,Benjamin,,3,1520
Beraiah_1,Beraiah,,son of Shimei [Shema v13] (1CH 8:21),male,Benjamin,,1,1521
Shimrath_1,Shimrath,,son of Shimei [Shema v13] (1CH 8:21),male,Benjamin,,1,1522
Ishpan_1,Ishpan,,son of Shashak (1CH 8:22),male,Benjamin,,1,1523
Eber_4,Eber,,son of Shashak (1CH 8:22),male,Benjamin,,4,1524
Eliel_3,Eliel,,son of Shashak (1CH 8:22),male,Benjamin,,3,1525
Abdon_2,Abdon,,son of Shashak (1CH 8:23),male,Benjamin,,2,1526
Zichri_3,Zichri,,son of Shashak (1CH 8:23),male,Benjamin,,3,1527
Hanan_1,Hanan,,son of Shashak (1CH 8:23),male,Benjamin,,1,1528
Hananiah_2,Hananiah,,son of Shashak (1CH 8:24),male,Benjamin,,2,1529
Elam_2,Elam,,son of Shashak (1CH 8:24),male,Benjamin,,2,1530
Anthothijah_1,Anthothijah,,son of Shashak (1CH 8:24),male,Benjamin,,1,1531
Iphdeiah_1,Iphdeiah,,son of Shashak (1CH 8:25),male,Benjamin,,1,1532
Penuel_2,Penuel,,son of Shashak (1CH 8:25),male,Benjamin,,2,1533
Shamsherai_1,Shamsherai,,son of Jeroham [Jeremoth v 14] (1CH 8:26),male,Benjamin,,1,1534
Shehariah_1,Shehariah,,son of Jeroham [Jeremoth v 14] (1CH 8:26),male,Benjamin,,1,1535
Athaliah_2,Athaliah,,son of Jeroham [Jeremoth v 14] (1CH 8:26),male,Benjamin,,2,1536
Jaareshiah_1,Jaareshiah,,son of Jeroham [Jeremoth v 14] (1CH 8:27),male,Benjamin,,1,1537
Elijah_2,Elijah,,son of Jeroham [Jeremoth v 14] (1CH 8:27),male,Benjamin,,2,1538
Zichri_4,Zichri,,son of Jeroham [Jeremoth v 14] (1CH 8:27),male,Benjamin,,4,1539
Maacah_6,Maacah,,"wife of Jeiel (1CH 8:29, 1CH 9:35)",female,Benjamin,,6,1540
Abdon_3,Abdon,,"son of Jeiel and Maacah (1CH 8:30), firstborn (1CH 9:35)",male,Benjamin,,3,1541
Zur_3,Zur,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,,3,1542
Kish_2,Kish,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,,2,1543
Baal_2,Baal,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,,2,1544
Nadab_4,Nadab,,son of Jeiel and Maacah (1CH 8:30),male,Benjamin,,4,1545
Gedor_3,Gedor,,son of Jeiel and Maacah (1CH 8:31),male,Benjamin,,3,1546
Ahio_3,Ahio,,son of Jeiel and Maacah (1CH 8:31),male,Benjamin,,3,1547
Zecher_1,Zecher,,son of Jeiel and Maacah (1CH 8:31),male,Benjamin,,1,1548
Mikloth_1,Mikloth,,son of Jeiel and Maacah (1CH 8:32),male,Benjamin,,1,1549
Shimeah_1,Shimeah,,son of Mikloth (1CH 8:32),male,Benjamin,,1,1550
Ner_2,Ner,,father of Kish (1CH 8:33) and son of Jeiel (1CH 9:36),male,Benjamin,,2,1551
Pithon_1,Pithon,,son of Micah (1CH 8:35),male,Benjamin,,1,1552
Melech_1,Melech,,son of Micah (1CH 8:35),male,Benjamin,,1,1553
Tarea_1,Tarea,,son of Micah (1CH 8:35),male,Benjamin,,1,1554
Ahaz_2,Ahaz,,son of Micah (1CH 8:35),male,Benjamin,,2,1555
Jehoaddah_1,Jehoaddah,,son of Ahaz (1CH 8:36),male,Benjamin,,1,1556
Alemeth_2,Alemeth,,son of Jehoadda (1CH 8:36),male,Benjamin,,2,1557
Azmaveth_2,Azmaveth,,son of Jehoadda (1CH 8:36),male,Benjamin,,2,1558
Zimri_3,Zimri,,son of Jehoadda (1CH 8:36),male,Benjamin,,3,1559
Moza_2,Moza,,son of Zimri (1CH 8:36),male,Benjamin,,2,1560
Binea_1,Binea,,son of Moza (1CH 8:37),male,Benjamin,,1,1561
Raphah_2,Raphah,,son of Binea (1CH 8:37),male,Benjamin,,2,1562
Eleasah_2,Eleasah,,son of Raphah (1CH 8:37),male,Benjamin,,2,1563
Azel_1,Azel,,son of Eleasah (1CH 8:37),male,Benjamin,,1,1564
Azrikam_2,Azrikam,,son of Azel (1CH 8:38),male,Benjamin,,2,1565
Bocheru_1,Bocheru,,son of Azel (1CH 8:38),male,Benjamin,,1,1566
Ishmael_3,Ishmael,,son of Azel (1CH 8:38),male,Benjamin,,3,1567
Sheariah_1,Sheariah,,son of Azel (1CH 8:38),male,Benjamin,,1,1568
Obadiah_4,Obadiah,,son of Azel (1CH 8:38),male,Benjamin,,4,1569
Hanan_2,Hanan,,son of Azel (1CH 8:38),male,Benjamin,,2,1570
Eshek_1,Eshek,,brother of Azel (1CH 8:39),male,Benjamin,,1,1571
Ulam_2,Ulam,,son of Eshek (1CH 8:39),male,Benjamin,,2,1572
Jeush_3,Jeush,,son of Eshek (1CH 8:39),male,Benjamin,,3,1573
Eliphelet_4,Eliphelet,,son of Eshek (1CH 8:39),male,Benjamin,,4,1574
Uthai_1,Uthai,,son of Ammihud (1CH 9:4),male,Judah,,1,1575
Ammihud_5,Ammihud,,son of Omri (1CH 9:4),male,Judah,,5,1576
Omri_3,Omri,,son of Imri (1CH 9:4),male,Judah,,3,1577
Imri_1,Imri,,son of Bani (1CH 9:4),male,Judah,,1,1578
Bani_3,Bani,,descendant of Perez (1CH 9:4) and leader during the return (NEH 10:14),male,Judah,,3,1579
Asaiah_4,Asaiah,,Shilonite living in Jerusalem (1CH 9:5),male,Judah,"""the Shilonite"" from NEH 11:5",4,1580
Jeuel_1,Jeuel,,descendant of Zerah (1CH 9:6),male,Judah,,1,1581
Sallu_1,Sallu,,son of Meshullam (1CH 9:7),male,Benjamin,,1,1582
Meshuallam_1,Meshuallam,,son of Hodaviah (1CH 9:7),male,Benjamin,,1,1583
Hodaviah_4,Hodaviah,,son of Hassenuah (1CH 9:7),male,Benjamin,,4,1584
Hassenuah_1,Hassenuah,,descendant of Benjamin (1CH 9:7),male,Benjamin,,1,1585
Ibneiah_1,Ibneiah,,son of Jeroham (1CH 9:8),male,Benjamin,,1,1586
Jeroham_3,Jeroham,,father of Ibneiah (1CH 9:8),male,Benjamin,,3,1587
Elah_5,Elah,,son of Uzzi (1CH 9:8),male,Benjamin,,5,1588
Uzzi_4,Uzzi,,son of Michri (1CH 9:8),male,Benjamin,,4,1589
Michri_1,Michri,,father of Uzzi (1CH 9:8),male,Benjamin,,1,1590
Meshullam_5,Meshullam,,son of Shephatiah (1CH 9:8),male,Benjamin,,5,1591
Shephatiah_2,Shephatiah,,son of Reuel (1CH 9:8),male,Benjamin,,2,1592
Reuel_3,Reuel,,son of Ibnijah (1CH 9:8),male,Benjamin,,3,1593
Ibnijah_1,Ibnijah,,descendant of Benjamin (1CH 9:8),male,Benjamin,,1,1594
Jedaiah_2,Jedaiah,,"priest (1CH 9:10, NEH 7:39, NEH 12:6), of the house of Jeshua (EZR 2:36)",male,Levi,,2,1595
Jehoiarib_1,Jehoiarib,,"priest (1CH 9:10), Joiarib in NEH 12:6",male,Levi,,1,1596
Jachin_2,Jachin,,"priest (1CH 9:10, NEH 11:10)",male,Levi,,2,1597
Meraioth_2,Meraioth,,son of Ahitub (1CH 9:11),male,Levi,Aaronic priest via Phinehas son of Eliezer,2,1598
